function,line,phase1_category,public_api_boundary_status,no_static_path_status,undefined_dead_path_status,compatibility_status,approved_action,phase2_batch,consumer_checks_required,testing_required,notes
getSheetDimensionCacheKey_,1636,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
clearSheetDimensionCacheForSheet_,1640,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getSheetDimensions_,1646,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
dateOnlyLocalClone_,1666,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
monthKey_,1672,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
parseStandardMonthlySheetDateFromName_,1677,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildRowsByPMR_,1697,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
safeSheetName_,1732,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
compareValues_,1739,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
toBool_,1743,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
truthy_,1747,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
toNumber_,1751,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
resizeSheetMinimum_,1755,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getThemeColorsFromBase_,1771,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getGlobalBorderStyle_,1782,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
normalizeHex_,1787,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
hexWithHslLightness_,1798,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
hexToRgb_,1805,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
rgbToHex_,1814,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
rgbToHsl_,1822,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
hslToRgb_,1844,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
startRuntimeTiming_,1867,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
markRuntimeStep_,1880,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
addRuntimeCounter_,1912,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
logRuntimeInfo_,1917,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
logRuntimeWarning_,1922,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
logRuntimeError_,1927,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
logBestEffortWarning_,1932,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
logRuntimeTiming_,1936,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getRuntimeTimingSeverity_,1953,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getRuntimeTimingReportName_,1961,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
writeRuntimeTimingReport_,1965,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
writeRuntimeTimingReportBestEffort_,1969,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
writeConsolidatedTimingSummaryReport_,1981,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
writeCombinedFrameworkTimingReport_,1985,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingRetentionLimit_,2003,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingReportSheetName_,2007,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingSectionRegistry_,2011,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
findFrameworkTimingSectionRow_,2036,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
findNextFrameworkTimingSectionRow_,2049,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
collectExistingFrameworkTimingSectionBlocks_,2062,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildDefaultFrameworkTimingSectionBlock_,2081,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
normalizeFrameworkTimingSectionBlock_,2093,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
rebuildFrameworkTimingReportShellCompact_,2123,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
hasFrameworkTimingReportShell_,2165,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
initializeFrameworkTimingSheet_,2191,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
ensureFrameworkTimingReport_,2210,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
trimSheetToColumnCount_,2214,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
styleFrameworkTimingReport_,2228,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingSectionForId_,2331,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
replaceFrameworkTimingSectionRows_,2339,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingBenchmarkForProcess_,2384,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingThresholdForSeverity_,2402,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
ensureFrameworkTimingReportShell_,2410,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getFrameworkTimingDetailStartRow_,2419,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getFrameworkTimingDetailRows_,2426,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getLatestFrameworkTimingRowsByProcess_,2450,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingBenchmarkSeverity_,2471,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getFrameworkTimingModeForStep_,2481,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
